course_name,course_code,description,learning_objectives,level,faculty,url
What is Authenticity in Art,MS3310UL,"In this course we will study what the term authenticity means and when an artwork is considered ""authentic"". Also, the broader philosophical issues around the problem of forgeries will be addressed. Subsequently, students will get an introduction into current methods and strategies to detect forgeries in the field of historical objects (specifically Old Master paintings ) and will gain an understanding how these research methods have developed over time. By analyzing concrete case studies, we will gain insight into the limitations and possibilities of the different research methods and nuance our ideas about originals, copies, imitations, forgeries and the different degrees of certainty in attribution issues.","After this class the student will:

- Understand the nuances of the different concepts of authenticity involved with authenticity research.

- Analyze the challenges presented by specific art/cultural heritage objects by interpreting different types of knowledge sources.

- Define problem definitions and relevant focal points for a specific case study.",Bachelor,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19088
The Biography of Art Objects: Understanding the Material Life Cycle of Artwork through Physical and Chemical Analysis,MS3320,"An artwork is often valued primarily on account of its attribution to a specific creator or location of origin, date or period, and provenance, i.e. not only on the basis of its physical appearance. While an attribution may provide an historical context to the work, establish quality and uniqueness, all these subjectively meaningful parameters are undermined should the work turn out to be a forgery.

When authenticating art, experts eventually decide what is of cultural significance and what is not. Authenticity has concrete repercussions on the market, in the form of its influence on an artworks economic value, and in law, given the liability of experts and sellers for misattributions and the sale of forgeries. For the past two decades the art world has increasingly relied on forensics, i.e. the dedicated chemical and physical investigation of artwork to help answer questions of authenticity. Nowadays, the public museum field, but also the commercial markets such as auction houses and international art fairs involve forensic analysis in their vetting procedure. The expert opinion of the art expert (connoisseurship), the line of ownership of an artwork (the provenance), and materials analysis (forensics) are currently the three most important pillars to establish the authenticity of an artwork.

The materials of artworks offer a unique insight into the making of art, covering the entire lifecycle of an object. Raw materials, their geographic and chronological origin, artist's working techniques, material decay, restoration treatments and re-use and recycling of art objects are all part of the artwork lifecycle. Understanding these aspects is key to understanding the artwork's biography, its provenance and, ultimately, the artwork's authenticity.

The fundamentals of this life cycle will be presented in an introductory lecture and later illustrated throughout this course in case studies. The main focus of the introduction will be on paint and painted objects and the methods used for the investigation of historical paintings (UV, IRR, XRR).

The tremendous methodological progress in non-destructive analysis and chemical and physical imaging diagnostics achieved in the past decades will be illustrated in a series of lectures, which take the variable entry level of the students into account. The lectures will start from the nature of matter (atoms, their cores and electron shells) and radiation, especially X-rays. This basic instruction will be consolidated by peer instruction in the project groups.

The production and detection of X-rays and their interaction with matter will be presented and it will be explained how these are used to acquire computed tomography data. The value this non-invasive 3D technique has to gain insight into an objects lifecycle will be illustrated on pottery/ clay cuneiform tablets, stone (beads/ flints), glass (flasks and beads) and corroded metal (coins/ filigree sphere) objects.

X-ray spectroscopy will be discussed at a basic level and the use of these basic principles in MA-XRF and MA-XRD imaging will be illustrated in studies of pigments of 17th century paintings and archaeological objects from classical antiquity (Etruscan and Greek sites).

The individual techniques will be concluded with an introduction to neutrons and their use in neutron radiography, tomography, gamma spectroscopy and neutron activation analysis with application examples.

This series of lectures will be closed by two events: the students will visit the TU Delft campus and travel in groups to see instruments that are used for the techniques described above. Finally, in a formative test the student groups will be prepared for the final exam.","After this course the student is capable to:

Analyze the challenges presented by potential forgeries by interpreting different knowledge sources.

Discuss the physical and chemical principles behind common analysis techniques and the build-up of artworks.

Formulate the materials science questions for an art object.

Propose suitable methods for investigating these questions.

Interpret the acquired data to contribute to an answer in the discussion of a potential forgery.",Bachelor,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19089
Crime and Disruption in the Art Market,MS3330EUR,"Crime and Disruption in the Art Market is part of the Leiden-Delft-Erasmus Joint Minor Authenticity and Art Crime. Methods, Materials, and the Market. It will provide students with an overview of how criminal actors can disrupt the art market and how the market itself can become a multi-dimensional criminogenic space. A range of criminal activities are discussed such as forgery, theft, looting, and fraud and their impact on collecting and the art market. The topic is approached from the fields of cultural economics, cultural sociology, and critical heritage studies, providing a transdisciplinary perspective.","After completion of this course, students are able to:

- Describe the art market, its seminal actors, structure, and operation.

-Describe the role of intermediaries and their challenges related to art quality and authorship.

-Analyse why authenticity has become so important in the art market and what (criminal) implication this has.

-Examine how looting, theft, and forgeries impact the art market.

-Examine how society perceives cultural heritage plagued by art crime.",Bachelor,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19090
Authenticity and Art Crime: A Challenging Case Study (Leiden part),MS3340UL,"An artwork is often valued primarily on account of its attribution to a specific creator or location of origin, date or period, and provenance, i.e. not only on the basis of its physical appearance. While an attribution may provide an historical context to the work, establish quality and uniqueness, all these subjectively meaningful parameters are undermined should the work turn out to be a forgery.
When authenticating art, experts eventually decide what is of cultural significance and what is not. Authenticity has concrete repercussions on the market, in the form of its influence on an artwork‘s economic value, and in law, given the liability of experts and sellers for misattributions and the sale of forgeries. For the past two decades the art world has increasingly relied on forensics, i.e. the dedicated chemical and physical investigation of artwork to help answer questions of authenticity. Nowadays, the public museum field, but also the commercial markets such as auction houses and international art fairs involve forensic analysis in their vetting procedure. The expert opinion of the art expert (connoisseurship), the line of ownership of an artwork (the provenance), and materials analysis (forensics) are currently the three most important pillars to establish the authenticity of an artwork.
This class will build on the previous classes (MS3310UL, MS3320, MS3330EUR) and consolidate its content by Challenge Based Learning. This means that based on a real-life thesis, students and teachers learn how to deal with multi-faceted practical challenges and engage with them in experimental and practical ways across disciplines and universities and together with societal stakeholders in the cultural heritage field. Research questions will be answered through the phases of Challenge Based Learning: Engage, Investigate and Act. Students will be guided by content and field experts and by methodological experts in the different phases of the Challenge Based Learning process. This will not only teach them how to put their recently obtained knowledge to use, but it may also forge a way of seeing where there is need of improvement in terms of their approach. The course will consist of weekly seminars and a number of fieldtrips. Through a series of assignments, the students will deepen their knowledge and sharpen their skills by collaborating in small groups. In phase two (CBL Investigate) each week, the students will receive small assignments which will help them analyze and discuss the case-study under investigation. These small assignments will focus on a specific aspect or discipline to be considered while doing these kinds of investigations (e.g. one session and assignment will focus on a particular type of visual or chemical analysis or provenance research).
Lastly, in phase three (CBL Act) the students will be encouraged to actively use and apply their developed method to the case-study. In the end, they will formulate possible solutions, conclusions and future research based upon their experiences. This will be presented in the final meeting during a 20 minute talk per group. They will also hand in their Portfolio including the different and a reflection on their collaborations across different disciplines.","After this course the student is capable to:

·       Formulate relevant research questions and select relevant research techniques.

·       Perform in-depth visual analysis with the naked eye with a focus on the case study investigated in class.

·       Perform in-depth analysis with relevant technical research methods with a focus on the case study investigated in class.

·       Undertake provenance research using various data bases.

·       Recognize and search for relevant patterns with a view to spotting potential counterfeits.

·       Collaborate across disciplines.",Bachelor,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/4970
Authenticity and Art Crime: A Challenging Case Study (Delft part),MS3350,"An artwork is often valued primarily on account of its attribution to a specific creator or location of origin, date or period, and provenance, i.e. not only on the basis of its physical appearance. While an attribution may provide an historical context to the work, establish quality and uniqueness, all these subjectively meaningful parameters are undermined should the work turn out to be a forgery.

When authenticating art, experts eventually decide what is of cultural significance and what is not. Authenticity has concrete repercussions on the market, in the form of its influence on an artworks economic value, and in law, given the liability of experts and sellers for misattributions and the sale of forgeries. For the past two decades the art world has increasingly relied on forensics, i.e. the dedicated chemical and physical investigation of artwork to help answer questions of authenticity. Nowadays, the public museum field, but also the commercial markets such as auction houses and international art fairs involve forensic analysis in their vetting procedure. The expert opinion of the art expert (connoisseurship), the line of ownership of an artwork (the provenance), and materials analysis (forensics) are currently the three most important pillars to establish the authenticity of an artwork.

This class will build on the previous class (MS3320) and consolidate its content by Challenge Based Learning. This means that based on a real-life thesis, students and teachers learn how to deal with multi-faceted practical challenges and engage with them in experimental and practical ways across disciplines and universities and together with societal stakeholders in the cultural heritage field. Research questions will be answered through the phases of Challenge Based Learning: Engage, Investigate and Act. Students will be guided by content and field experts and by methodological experts in the different phases of the Challenge Based Learning process. This will not only teach them how to put their recently obtained knowledge to use, but it may also forge a way of seeing where there is need of improvement in terms of their approach. The course will consist of weekly seminars (each three hours) and a number of field trips. Through a series of assignments, the students will deepen their knowledge and sharpen their skills by collaborating in small groups. In phase two (CBL Investigate) each week, the students will receive small assignments which will help them analyze and discuss the case-study under investigation. These small assignments will focus on a specific aspect or discipline to be considered while doing these kinds of investigations (e.g. one session and assignment will focus on a particular type of visual or chemical analysis or provenance research). These assignments are combined by the students into an individual Portfolio they write throughout the class.

Lastly, in phase three (CBL Act) the students will be encouraged to actively use and apply their developed method to the case-study. In the end, they will formulate possible solutions, conclusions and future research based upon their experiences. This will be presented in the final meeting during a 20 minute talk per group. They will also hand in their Portfolio including a reflection on their collaborations across different disciplines.","After this course the student is capable to:

Formulate relevant research questions and select relevant research techniques.

Perform in-depth visual analysis with the naked eye with a focus on the case study investigated in class.

Perform in-depth analysis with relevant technical research methods with a focus on the case study investigated in class.

Undertake provenance research using various data bases.

Recognize and search for relevant patterns with a view to spotting potential counterfeits.

Collaborate across disciplines.",Bachelor,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/4971
Structure and Properties of Materials,MS43006,"part 1 (1st quarter taught by Marcel Sluiter)

Crystals and Crystallography (chapter 4 Naumann textbook)

Crystals (primitive translations, unit cell, lattice points, basis, Miller (Bravais) indices, interplanar spacing)

Crystal Systems and Symmetry

Structural Relationships (density and packing, atomic density, mass density, ...)

Interstices

Quasicrystals

The Structure of Matter (chapter 5 Naumann textbook)

metals

Intermetallic Compounds

Ionic Compounds

Covalent Structures

Structure of Glass

Structure of Polymers

Quantum Mechanics (chapter 2 Naumann textbook)

Atomic Structure

The Electron (de Broglie, Heisenberg uncertainty)

Schrödinger Wave Equation

One Electron Approximation

Periodic Table

Chemical Bonding (chapter 3 Naumann textbook)

Ionic Bonding

Covalent Bond

Metallic Bond

Atomic and Ionic Radii

Secondary Bonding

Other Potential Functions

---------------------------------------------------------------------------------------------

mid term exam over material covered in part 1

---------------------------------------------------------------------------------------------

Part 2 (2nd quarter taught by Poulumi Dey and Matthias Alfeld)

Physics and Chemistry of Materials Ch15 -Ch22 Naumann covering:

Distribution Functions

Lattice Vibrations and Phonons

Thermal Properties of Solids

Free Electrons in Metals

Band Theory of Metals

Semiconductors

Theory and Application of Junctions

Transistors, Quantum Wells and Superlattices",The student is able to rationalize materials properties and relate them to atomic and electronic structures.,Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19421
Characterisation of Materials,MS43011,"This course introduces general research tools in materials science. The following modules constitute the course, although the number and content of modules may be slightly different from what it is included here. If that is the case, students will be informed through Brightspace.

- Module 1: Optical Microscopy

- Module 2: Electron Microscopy

- Module 3: Thermal analysis

- Module 4: Mechanical Behaviour

- Module 5: Electrochemistry

- Module 6: X-ray diffraction","On completion of the course, the student will be able to select techniques for materials characterisation, describe those techniques, specify the physical principles involved and interpret the results obtained.

More specifically, the students will be able to:

- use optical microscopy for materials characterisation. This includes sample preparation and selection of appropriate etching agents,

- describe the principles and justify the use of scanning electron microscopy and energy dispersive x-ray spectroscopy in materials research and analyse the data,

- derive information on phase transformations from dilatometry experiments, compare the results to CCT diagrams and correlate the data with the observed microstructure and the phenomena occurring during welding and heat treatments,

- select appropriate mechanical tests and analyse the data,

- identify corrosion mechanisms and quantify parameters which influence the corrosion rate,

- describe the principles of the x-ray diffraction technique and analyse the data,

- communicate in writing the experimental condition of the specific techniques and results obtained.

- write different type of reports as requested, per lab class.

Small modifications in the content and number of modules may lead to a slight modification and/or reduction of the goals above. In that case, students will be informed via Brightspace.",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19422
Metals Science,MS43016,"Metals represent a vital class of materials for a technological society. This course examines the structure and properties of metals across a range of length scales, addressing issues of microstructural changes and phase transformations, metals production techniques and the behaviour of metals in generic applications.

The course covers microstructures, mechanical properties in relation to microstructures and crystallographic aspects of physical metallurgy.

Microstructural aspects include:

Basic elements of the plasticity of metal alloys including concepts such as the theoretical strength of single crystals, plasticity by dislocation motion in single crystals, stress fields induced by dislocations, dislocation energy, force on dislocations (Peach-Koehler law), multiplication of dislocation (Frank-Read source).

Strengthening mechanisms: work hardening (Taylor equation), grain-boundary strengthening (Hall-Petch relation), solid solution strengthening, precipitation hardening, age-hardening.

Various stages of work hardening. Dynamic recovery, effect of stacking-fault energy. Shockley partial dislocations.

Basics of crystal plasticity theory: Taylor vs Sachs theory (introduction).

The crystallographic theory of twinning.

The phenomenological theory of martensitic transformations, occurring under either thermal or mechanical driving force.

The origin of crystallographic texture in metallic microstructures, the representation of texture and the experimental techniques to measure texture on a macro- or microscopic scale. The typical textures of steel and aluminium alloys (rolling, annealing and transformation textures).

The deformation microstructure: cell formation, deformation bands, shear bands, stored energy of plastic deformation

Thermally activated recovery mechanisms: recovery (formation of low-angle grain boundaries), recrystallization (nucleation and growth), JMAK equation, curvature driven grain growth (Gibbs-Thompson relation), Zener pinning.","Understand the basic deformation mechanisms of materials.

Acquiring knowledge about the mechanical behaviour of materials in relation to the fundamental deformation mechanisms.

To designate elements in the material design that affect strengthening behaviour.

Acquiring knowledge concerning the crystallographic structure and properties of mechanical twins.

To gain insight in the process of martensitic phase transformation.

Being able to establish a link between the typical characteristics of the (sub-)structure of a plastically deformed metal and the properties of the recrystallised structure after annealing.

Mastering the basic concepts of quantitative texture analysis and being able to identify and analyse the crystallographic texture of standard steel and aluminium grades.",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19423
Computational Materials Science,MS43020,"Parts 1 and 2 of the course text: Computational Materials Science: Fundamentals to Applications by R. LeSar (ISBN978-0-521-84587-8).

Home work and many of the illustrations utilize Jupyter notebooks. The notebooks give practical instruction about implementation of various models and methods. Non-mandatory exercises can be used for every chapter as a preparation for the exam.

Modeling and simulation. What is meant by computational materials science and engineering? Scales in materials structure and behavior. How to develop models

The random-walk model

Random-walk model of diffusion

Bulk diffusion

Random-walk models for materials

Simulation of finite and infinite systems

Sums of pair interactions

Perfect crystals

Cutoffs & Long-ranged potentials

Periodic boundary conditions

Electronic structure methods

Quantum mechanics of multielectron systems

Early density functional theories

The Hohenberg-Kohn theorem & Kohn-Sham method

The exchange-correlation functional

Wave functions

Pseudopotentials

Use of density functional theory

Interatomic potentials

The cohesive energy

Pair potentials

Ionic materials, Metals, Covalent solids

Systems with mixed bonding

Determining parameters in potentials

Molecular dynamics

Basics of molecular dynamics for atomic systems, integrating Newton's equations of motion

Ensembles, NVE (microcanonical), NVT (canonical), and others

Velocity rescaling and Thermostats

Molecular dynamics in other ensembles, calculating the stress tensor

Limitations of molecular dynamics, accelerated dynamics

Molecular dynamics in materials research

The Monte Carlo method

Random numbers, integration in many dimensions, ensemble averages

The Metropolis algorithm

The Ising model

Monte Carlo for atomic systems

Other ensembles

Time in a Monte Carlo simulation

Uses of the Monte Carlo method in materials research

computational materials science II (MS43205) is a follow-up course. In the follow-up the 2nd part of the textbook by LeSar is covered.","After passing the course, the student will be able to...

0) can write a piece of PYTHON code that represents a model of materials behavior

1) determine what type of computational model is needed to simulate a particular phenomenon in materials science

2) understand the basic principles behind several classes of models, such as

stochastic models involving random-walk, and Monte Carlo sampling

simulations involving finite and periodic systems, e.g. supercell modelling as used in many ab initio electronic structure methods and molecular dynamics

3) understand, apply, interpret and analyze results from a selection of models:

diffusion through random walk

interatomic interactions in a lattice gas through supercell calculations using a electronic density functional method also called ""ab initio method""

Monte Carlo sampling of the partition function

force fields as a glue between ab initio and empirical information on the one side and dynamics over extended time and length scales on the other side

Molecular dynamics simulations involving force fields

4) visualize data for insight and for communication",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19424
Mechanical Behaviour of Materials,MS43025,"This course provides the essential knowledge required to understand and predict the mechanical behaviour of materials. The following aspects are addressed and illustrated with reference to a specific material class (in brackets):

Tensors and kinematics

Strain and Stress

Linear elasticity

Finite-strain hyperelasticity (rubber/biological tissues)

Viscoelasticity (polymers)

Plasticity (metals)","Upon completion of the course, students should be able to:

1. Model elastic behavior of isotropic and anisotropic materials

2. Model behavior of rubber and biological tissues under large strains

3. Model time-dependent viscoelastic behavior of polymers

4. Model metal plasticity using yield surfaces such as Tresca and Von Mises",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19425
Transport Phenomena in Materials,MS43030,"The course focuses on quantitative descriptions of momentum and energy transfer applied to different materials processing steps and applications.

This course introduces the fundamentals of momentum and energy transfer phenomena for solving process and materials-related problems. The physical mechanism of motion in fluids and heat transfer will be described. The viscosity and thermal conductivity of fluids as a function of temperature will be explained. Besides, the mathematics describing the velocity and temperature distribution of fluids as a function of position and time will be explored. Practical examples of momentum and energy transfers in materials processing will be provided.

The following topics will be discussed during the lectures:

Momentum transport

Viscous properties of fluid

Laminar flow and the momentum equation

Turbulent flow and complex flows

Energy balance applications in fluid flow

Energy transport

Fouriers law and thermal conductivity

Heat transfer and the energy equation

Correlations and data for heat transfer coefficient

Conduction of heat in solids","By the end of this course, you should be able to:

Explain basic principles of heat and energy transport

Formulate materials processing problems in terms of mathematical equations

Solve simplified problems in materials processing",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19426
Thermodynamics and Kinetics of Materials,MS43035,"The course introduces the thermodynamics and kinetics of phase transformations. Thermodynamical subjects include Gibbs free energy, chemical potential, ideal and real solutions, binary phase diagrams, Gibbs phase rule, Gibbs-Thomson effect, ternary systems, and ternary phase diagrams. Kinetics refer to atomic mechanism of diffusion, substitutional and interstitial diffusion, high-diffusivity path, and diffusion in ternary alloys. The different type of interfaces that can be found in a microstructure are also treated in the course (free surfaces, grain boundaries and phase interfaces). The course also introduce mechanisms associated to phase transformations in the solid state, such as nucleation and growth, as well as basic concepts on phase transformations in steels.","A the end of this course students will be able to:

1. Formulate and apply the thermodynamics of unary systems and of binary systems based on the ideal and regular solution models.

2. Interpret equilibrium phase diagrams and formulate the thermodynamics behind them in terms of Gibbs free energy, enthalpy, entropy and chemical potential.

3. Describe and identify the process of atomic diffusion in crystalline structures.

4. Describe and identify different types of interfaces and estimate their interfacial energies in crystal structures.

5. Relate thermodynamics, diffusional processes, interface types and presence of secondary particles with the occurrence and progress of grain growth and solid-solid phase transformations.

6. Formulate solid-solid phase transformations in terms of nucleation and growth and describe their progress based on TTT diagrams and Avramis model.

7. Describe basic characteristics of solid-solid phase transformations in steels.",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19427
Machine Learning for Materials Design,MS43040,"The graduate-level introductory course on ""Machine Learning for Materials Design"" will explore the principles, methodologies, and applications of machine learning (ML) in the domain of materials science and engineering. By bridging the gap between traditional materials design approaches and the cutting-edge field of machine learning, we will learn the tools and knowledge necessary for data-driven discovery and development of materials.

The following ML aspects are first covered through lectures and live coding:

- Introduction to PyTorch

- Automatic differentiation

- Gradient-based optimization

- Best practices in machine learning

- Feed-forward neural networks

- Convolutional neural networks

- Recurrent neural networks

- Autoencoding neural networks

- Inductive biases

Next, a wide range of materials science and engineering applications of the above ML topics will be explored via hands-on and latest research-oriented group projects. Some representative examples include (may vary during the course):

- Predicting mechanical behavior of composites and polymers

- Identifying molecules with unique properties

- Designing metamaterials with tailored mechanical behavior

- Characterizing imperfections and defects in additive manufacturing through data and physics","After successfully completing this course, you will be able to:

1. Understand the fundamentals of machine learning and its application in material science.

2. Develop basic machine learning algorithms based on neural networks

3. Identify appropriate machine learning algorithms based on the data and application in material science context

4. Develop data-driven strategies based on machine learning for new problems",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19434
Society’s Needs: Case Studies and Materials Challenges,MS43045,"Responsible instructors: Peyman Taheri (coordinator) and Geeske Langejans

In this course, you will create a solution or improvement for a material sustainability problem. You will work in groups of four, with groups being created by the lecturers. The course has two parts: 1) the project part, where you will gain insight into the physics and technological aspects of the design and application of a material; and 2) the materials and people part, where you will gain insight into the (historic) societal and socio-economic context of materials and sustainability. As a result, you will gain insight into the physics and technological aspects of the design and application of a material. You will learn about value-sensitive design and the complex interplay between materials and people, including its long, sometimes colonial, history.

Each group will choose a material sustainability challenge. In your project, you will research the literature and propose a solution for this challenge. Please note that you are expected to think outside the box and suggest solutions with a reasonable scientific basis. You will conduct a quantitative analysis that takes note of the material's microstructure and the effects of fabrication and processing on the microstructure and, consequently, the performance of the material. You will report on the resources and energy used in producing the properties needed for the required function and long-term performance. Part 1 is mostly self-guided learning with your team.

In Part 2, you will conduct a stakeholder analysis relevant to your project and give a personal reflection on the materials, people, and sustainability aspects of your project. Part 2 is mostly group study and done in-class. During the workshops, you will work on assignments, and these assignments will be part of your report. Finally, in two workshops, you will learn and practice giving and receiving feedback; this transferable skill is very useful during (international) teamwork.","By the end of the course, you have or can:

1. Explain one potential material innovation that could make the problem identified under more sustainable, use the categories processing, structure, properties and performance of materials in your explanation.

2. Reflect on the impact that materials have on people and societys by reviewing a stakeholder analysis and the materials history form.

3. Report and weigh your findings in a scientific oral presentation and written report, and review work by peers.",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19428
Polymer Science,MS43050,"In this course, you will be taught the basics of polymer science starting from definitions and various kinds of molecular structures of polymers until their properties in solution, melt and bulk material such as in elastomers, gels and polymer glasses.

You will be taught how universal polymer chain theoretical models (ideal chain and excluded volume chain) can describe molecular behavior and chain conformations in bulk or solution for polymers with any chemical structure.

Visco-elasticity of polymer solutions in dilute, semi dilute and melt will be considered from non-entangled to entangled regime in solutions and melts. Chain dynamics, reptation theory and tube models will be considered and you will be taught how to interpret experimental data in the light of those theories.

You will learn how to extend visco-elasticity predictions to the glassy state and how free volume theories describe a polymer glass.

Polymer miscibility and polymer blends, block copolymers self-assembly in solution and in melt and other ordered phenomena in polymers (crystallinity and liquid crystallinity) will also be taught. Finally, main aspects of polymer composites will be taught.

We will give some examples of how polymers are applied and which one(s) to choose for the purpose.","As we cover both theoretical and applied aspects of Polymer Science, the following Learning Objectives are set for this course:

Theoretical knowledge:

LO1: explain universal polymer chain models and chain statistics and their link to the chemical structure

LO2: relate the theory of polymer chains to the main material properties such as persistence length, radius of gyration, reptation time, glass transition temperature.

LO3: describe the theory behind behaviour of polymers in solution, mixtures and solids using concepts of thermodynamics, excluded volume, solvent quality and phase separation

Practical knowledge:

LO4: describe the operating principles of polymer characterisation methods based on their properties

LO5: interpret experimental data on polymer materials and in relation to their structure and dynamics using physical characterization methods

LO 6: to analyze the suitability of polymers for a given application based on their properties",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19429
Science of Failure,MS43100,"Roughly, the outline is as follows (# of lecture hours between brackets):

Linear Elastic Fracture Mechanics: stress intensity factor, crack-tip plasticity, energy release rate (4)

Elastic Plastic Fracture Mechanics: crack tip opening displacement, J integral (4)

Failure: ductile and brittle fracture, ductile-to-brittle transition curve, failure assessment diagram (6)

Fatigue: crack growth and crack initiation (4)

Environment-assisted cracking: mechanisms and testing (2)

Instructions: exercises in class (6)

This totals 26 hours.","The student is able to employ basic fracture mechanical quantities to describe crack growth in solids. Furthermore, the student is able to identify a number of common mechanical phenomena that cause material failure in terms of the mechanisms and the conditions for which such behaviour can be expected. The student understands how to experimentally determine relevant material properties and can make simple failure predictions.

More specifically, the student is able to:

1. identify the principles, limitations and applications of the fracture mechanical concepts stress intensity, energy release rate, crack tip opening displacement and J integral;

2. explain experimental procedures to quantify fracture mechanics parameters;

3. identify the major microstructural aspects of brittle and ductile fracture in metals;

4. describe failure assessment in case of ductile and brittle fracture;

5. describe fatigue crack growth with delta K, explain the concept of crack closure, predict fatigue lifetime for constant amplitude loading and illustrate the effect of variable amplitude loading;

6. describe the mechanisms of fatigue crack initiation and relate this to surface roughness and microstructure;

7. illustrate the mechanisms for environment-assisted cracking in metals;

8. explain the principles for quantifying environmentally assisted cracking behaviour and predict lifetime under constant load.",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19921
Joining Technologies,MS43110,"The course will address a range of joining technologies for different material classes (ceramics, polymers, metals), examining the major features, limitations and applications of selected material  process combinations. Attention will be paid to the influence of joining on material properties and the influence of the joint on the structure (where applicable). For the chosen case studies, the selection of joining method and consequences in terms of production and lifetime performance will be assessed and associated failure behaviour will be described.","At the end of this course, students will be able to:

describe the major joining methods available

select appropriate joining technique(s) based on the material and application requirements

assess the influence of a joining technique on the materials involved

describe the main failure mechanisms associated with the different joining techniques considered

gain familiarity with working in a team and developing a structured approach to addressing manufacturing issues from a materials science perspective

gain experience with written and oral communication skills",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19923
Materials Selection for Engineering Applications,MS43115,Materials in Design - Evolution of Materials Engineering - The Design process - Engineering materials and their properties - Materials selection charts - Materials selection: case studies; Materials processing and design - Materials Processing Selection Charts - Case studies: process selection - Cost considerations - Environmental Impact - Data sources.,"The student is able to develop a systematic procedure for selecting materials and processes with best matches to the requirements of a design

More specifically, the student is able to:

Integrate materials selection with other aspects of design

Develop materials indices and/ or value functions to model design requirements

Identify the main materials engineering aspects of materials and process selection.

Apply all of the above in case studies representing simplified and real designs.",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19924
Corrosion Engineering,MS43120,"- Relevance of corrosion

- Costs to society

- Definitions and electrochemical character of corrosion

- General corrosion vs local forms of corrosion

- Electrochemical Thermodynamics

- Electrochemical Kinetics

- Passivity

- Galvanic Corrosion and intergranular corrosion

- Pitting and Crevice Corrosion

- Protection against corrosion","The student is able to describe the electrochemical nature of corrosion processes, in his professional life to understand the risks hazards and costs due to corrosion phenomena and act upon it in making decisions on metal applications and to make an argumentative selection of materials classes (steel, stainless steel, aluminium alloys, copper alloys) for given applications. More specifically, the student is able to:

1. compose and interpret electrode potentials and polarisation diagrams for a corroding metal or combination of metals

2. calculate the corrosion rate of metals from electrochemical data set

3. identify and explain the mechanisms of the most important corrosion phenomena

4. select and discuss the technical best protection measures to prevent specific corrosion failures

5. criticize and judge a given materials application",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19922
Metals Science II,MS43200,"1. Processes of microstructural evolution: diffusional and displacive phase transformations, precipitation, solidification, production routes. The fundamentals of these microstructural processes will be discussed, as well as specific applications for alloys like titanium, aluminium, nickel-based superalloys, shape-memory, super-elastic and invar alloys.

2. The character of various defects in the crystalline structure of metals and mechanisms by which they are introduced into the structure. Defects in the crystal structure can be present according to thermal equilibrium, but density and character can be affected by heat treatments, plastic deformation, high-energy radiation.

3. The basics of various properties of metallic alloys in relation to crystal defects. Properties of metals are primarily based on the crystal structure, but highly dependent on the density and character of crystal defects. Properties that will be discussed include mechanical behaviour, ferromagnetic properties, shape-memory behaviour, temperature resistance.","From this course the student will acquire knowledge on:

1. the fundamentals of microstructural processes in metals,

2. the introduction, behaviour and effect of defects in crystalline metallic structures,

3. the relation between crystal defects and properties and performance of metals.

More specifically, the student will be able to

1. distinguish the effects of diffusion and interfacial processes in diffusional phase transformations and precipitation,

2. identify the main characteristics of solidification of metals,

3. identify the main characteristics of displacive transformations and the differences with diffusional transformations,

4. describe the implications of these mechanisms for various non-ferro alloys,

5. identify the mechanisms by which defects are introduced into metallic crystals,

6. describe processes by which defects in metals can be controlled,

7. describe the influence of crystal defects on magnetic properties of ferromagnetic materials,

8. describe the essentials of shape-memory behaviour,

9. identify the microstructural processes that determine the temperature resistance of metals.",Master,Mechanical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/19928
